时间,正向有功电能,A相电流,B相电流,C相电流,A相有功功率,B相有功功率,C相有功功率,视在功率,负载率
2025-06-13 01:00:00,9351291.0,423.25,490.83,562.29,96.79,112.33,129.23,347.4,0.27792
2025-06-13 02:00:00,9351623.0,502.09,583.82,655.43,111.11,130.45,145.11,403.98,0.323184
2025-06-13 03:00:00,9351995.0,521.04,595.1,669.35,116.87,133.66,149.32,421.73,0.337384
2025-06-13 04:00:00,9352359.0,442.3,511.41,589.23,99.58,115.69,133.21,357.67,0.286136
2025-06-13 05:00:00,9352720.0,494.95,584.19,648.64,110.74,130.57,143.83,402.37,0.321896
2025-06-13 06:00:00,9353076.0,409.54,460.13,562.49,93.37,104.46,128.73,331.15,0.26492
2025-06-13 07:00:00,9353435.0,540.02,676.68,724.49,121.23,152.61,162.18,450.34,0.360272
2025-06-13 08:00:00,9353914.0,775.93,930.93,1144.74,177.54,211.57,261.58,663.4,0.53072
2025-06-13 09:00:00,9354566.0,747.11,909.55,1067.26,171.67,208.73,246.53,634.68,0.507744
2025-06-13 10:00:00,9355175.0,770.69,895.77,1035.65,176.7,204.47,237.4,628.59,0.502872
2025-06-13 11:00:00,9355785.0,850.64,1033.64,1188.27,190.27,230.54,264.81,704.47,0.5635760000000001
2025-06-13 12:00:00,9356405.0,726.08,887.48,1026.55,165.77,202.35,234.95,612.17,0.48973599999999995
2025-06-13 13:00:00,9356993.0,689.02,831.87,961.07,155.65,188.18,217.42,571.9,0.45752
2025-06-13 14:00:00,9357548.0,666.9,825.13,985.46,152.21,188.05,225.78,576.43,0.46114399999999994
2025-06-13 15:00:00,9358168.0,816.83,946.35,1105.14,184.94,213.6,249.94,665.01,0.532008
2025-06-13 16:00:00,9358782.0,698.45,843.1,995.84,160.3,192.73,229.03,589.51,0.47160799999999997
2025-06-13 17:00:00,9359379.0,610.04,704.9,853.94,138.96,160.29,196.37,503.35,0.40268000000000004
2025-06-13 18:00:00,9359828.0,544.09,658.9,761.69,123.77,150.19,174.49,458.29,0.366632
2025-06-13 19:00:00,9360243.0,513.82,622.82,742.82,115.98,140.74,169.22,439.48,0.351584
2025-06-13 20:00:00,9360652.0,499.92,607.97,705.06,114.76,139.48,163.37,426.73,0.341384
2025-06-13 21:00:00,9361071.0,546.92,664.73,779.12,123.78,150.26,176.9,461.91,0.369528
2025-06-13 22:00:00,9361488.0,493.43,541.89,651.79,111.88,122.47,148.79,394.27,0.315416
2025-06-13 23:00:00,9361863.0,487.93,554.17,670.36,110.28,123.85,151.83,402.88,0.322304
2025-06-14 00:00:00,9362216.0,380.98,452.64,550.39,86.88,102.88,125.97,323.25,0.2586
2025-06-14 01:00:00,9362545.0,403.42,465.26,561.37,90.89,105.49,127.61,332.67,0.26613600000000004
2025-06-14 02:00:00,9362876.0,470.35,544.14,653.53,105.98,121.62,146.09,390.75,0.3126
2025-06-14 03:00:00,9363218.0,398.04,464.63,554.03,90.39,105.67,126.59,331.91,0.26552800000000004
2025-06-14 04:00:00,9363555.0,476.82,574.62,674.0,106.11,127.65,149.27,406.01,0.324808
2025-06-14 05:00:00,9363901.0,430.37,489.24,601.19,98.56,111.04,136.92,360.62,0.28849600000000003
2025-06-14 06:00:00,9364239.0,441.76,451.75,581.06,100.89,102.42,132.82,346.45,0.27716
2025-06-14 07:00:00,9364577.0,475.47,574.32,679.43,106.35,128.17,152.57,401.45,0.32116
2025-06-14 08:00:00,9365027.0,558.87,728.68,851.69,127.55,166.48,195.68,499.15,0.39932
2025-06-14 09:00:00,9365651.0,756.02,896.83,1061.21,171.03,202.96,240.36,629.07,0.503256
2025-06-14 10:00:00,9366253.0,714.75,884.59,1010.8,161.9,200.14,228.78,599.67,0.47973599999999994
2025-06-14 11:00:00,9366839.0,743.82,915.7,1048.42,166.31,205.08,234.55,619.25,0.4954
2025-06-14 12:00:00,9367449.0,739.34,897.82,1041.56,169.17,204.73,238.6,622.38,0.497904
2025-06-14 13:00:00,9368012.0,655.8,812.05,880.69,149.52,185.38,200.66,549.1,0.43928
2025-06-14 14:00:00,9368559.0,700.69,847.22,918.55,159.57,193.94,209.92,574.7,0.45976000000000006
2025-06-14 15:00:00,9369141.0,744.94,902.81,1021.81,169.48,205.81,232.89,622.54,0.498032
2025-06-14 16:00:00,9369752.0,736.77,894.5,1022.69,167.35,202.95,232.03,620.47,0.49637600000000004
2025-06-14 17:00:00,9370312.0,567.03,734.14,859.83,130.01,168.31,198.2,503.78,0.403024
2025-06-14 18:00:00,9370782.0,607.68,661.51,781.9,137.89,149.98,178.11,477.04,0.381632
2025-06-14 19:00:00,9371202.0,526.44,621.44,727.87,118.64,140.36,164.9,436.54,0.34923200000000004
2025-06-14 20:00:00,9371644.0,583.08,688.8,805.09,131.81,155.72,182.37,485.07,0.388056
2025-06-14 21:00:00,9372090.0,561.02,625.02,737.1,127.54,142.58,168.44,452.52,0.362016
2025-06-14 22:00:00,9372500.0,534.69,574.48,723.92,120.71,129.37,164.36,427.35,0.34188
2025-06-14 23:00:00,9372901.0,488.56,565.54,669.53,110.31,128.04,152.02,405.22,0.324176
2025-06-15 00:00:00,9373252.0,440.91,491.97,621.38,99.93,111.22,142.4,367.04,0.293632
2025-06-15 01:00:00,9373623.0,423.88,486.03,615.26,96.93,110.88,141.28,359.17,0.28733600000000004
2025-06-15 02:00:00,9373984.0,436.11,518.46,616.32,98.48,117.14,139.69,371.2,0.29696
2025-06-15 03:00:00,9374331.0,429.17,520.62,626.9,95.19,119.28,141.91,372.27,0.29781599999999997
2025-06-15 04:00:00,9374690.0,469.96,561.58,641.13,104.46,125.05,142.41,392.57,0.314056
2025-06-15 05:00:00,9375053.0,431.86,509.86,622.73,97.93,115.09,140.83,369.39,0.295512
2025-06-15 06:00:00,9375387.0,376.04,443.76,524.59,85.86,101.37,120.14,316.19,0.252952
2025-06-15 07:00:00,9375723.0,477.95,541.72,644.2,109.74,123.87,148.37,388.17,0.31053600000000003
2025-06-15 08:00:00,9376186.0,713.17,866.23,1011.76,159.19,193.2,226.02,591.54,0.473232
2025-06-15 09:00:00,9376772.0,710.01,853.71,963.79,163.13,196.16,221.67,591.99,0.473592
2025-06-15 10:00:00,9377370.0,667.17,872.41,973.93,151.41,197.63,221.33,579.36,0.463488
2025-06-15 11:00:00,9377965.0,698.24,909.72,1045.75,157.09,204.97,235.81,608.45,0.48676
2025-06-15 12:00:00,9378578.0,679.24,862.66,987.6,154.36,195.73,224.81,583.78,0.467024
2025-06-15 13:00:00,9379147.0,665.76,786.33,921.64,152.77,179.51,211.24,559.03,0.44722399999999995
2025-06-15 14:00:00,9379691.0,650.49,812.73,940.86,149.41,185.83,215.93,566.46,0.453168
2025-06-15 15:00:00,9380275.0,708.67,874.41,1027.19,164.02,202.11,237.72,619.15,0.49532
2025-06-15 16:00:00,9380898.0,745.21,900.78,1001.96,170.8,206.22,228.91,625.09,0.5000720000000001
2025-06-15 17:00:00,9381484.0,679.33,842.48,938.38,155.8,193.36,214.9,579.45,0.46356
2025-06-15 18:00:00,9381988.0,574.5,658.07,755.43,130.18,148.65,171.7,462.28,0.369824
2025-06-15 19:00:00,9382444.0,529.75,627.41,782.73,119.9,141.94,178.03,450.93,0.360744
2025-06-15 20:00:00,9382869.0,555.8,632.9,769.1,125.76,143.83,175.48,457.74,0.366192
2025-06-15 21:00:00,9383305.0,567.23,665.44,786.04,129.09,151.7,179.23,472.1,0.37768
2025-06-15 22:00:00,9383734.0,597.18,634.88,755.94,134.99,142.96,170.72,461.98,0.369584
2025-06-15 23:00:00,9384134.0,525.47,595.5,691.59,118.01,133.8,155.07,424.83,0.339864
2025-06-16 00:00:00,9384512.0,489.32,552.41,645.07,109.89,124.42,145.1,394.49,0.315592
2025-06-16 01:00:00,9384893.0,430.7,508.34,629.43,96.14,114.46,141.87,365.01,0.292008
2025-06-16 02:00:00,9385264.0,491.88,594.93,707.06,110.39,134.19,158.73,420.11,0.336088
2025-06-16 03:00:00,9385626.0,456.19,537.43,636.87,102.49,121.02,143.58,384.14,0.307312
2025-06-16 04:00:00,9385961.0,421.34,472.25,581.28,96.02,107.44,132.92,347.97,0.278376
2025-06-16 05:00:00,9386299.0,401.01,463.6,530.58,91.76,105.94,122.06,330.48,0.264384
2025-06-16 06:00:00,9386622.0,452.68,510.32,613.03,102.98,115.55,139.52,366.89,0.293512
2025-06-16 07:00:00,9386993.0,456.21,558.11,719.23,104.01,126.86,165.25,399.52,0.319616
2025-06-16 08:00:00,9387449.0,746.28,931.26,1100.71,169.08,211.06,249.48,642.63,0.514104
2025-06-16 09:00:00,9388092.0,688.11,915.46,1049.91,156.35,208.63,239.2,613.72,0.490976
2025-06-16 10:00:00,9388743.0,729.91,910.54,1044.28,172.0,215.79,247.53,644.02,0.515216
2025-06-16 11:00:00,9389390.0,785.23,958.15,1131.0,180.93,220.8,261.02,676.3,0.54104
2025-06-16 12:00:00,9390102.0,796.75,1000.94,1141.21,180.84,227.54,259.56,678.08,0.5424640000000001
2025-06-16 13:00:00,9390731.0,771.2,968.41,1095.53,174.23,218.78,246.68,655.36,0.524288
2025-06-16 14:00:00,9391311.0,737.88,931.63,1035.77,168.04,212.57,235.63,628.75,0.503
2025-06-16 15:00:00,9391939.0,744.42,939.45,1005.51,171.66,217.48,232.04,631.2,0.5049600000000001
2025-06-16 16:00:00,9392592.0,811.15,1033.29,1145.67,183.89,235.34,259.52,697.35,0.55788
2025-06-16 17:00:00,9393219.0,634.87,805.96,913.63,144.99,184.67,209.32,548.07,0.438456
2025-06-16 18:00:00,9393713.0,563.47,666.58,783.79,128.38,152.23,179.9,469.75,0.3758
2025-06-16 19:00:00,9394190.0,574.7,723.32,793.49,129.9,163.95,179.26,490.4,0.39232
2025-06-16 20:00:00,9394622.0,560.97,714.25,747.93,127.44,163.82,169.85,479.12,0.383296
2025-06-16 21:00:00,9395055.0,511.3,613.55,701.86,117.61,141.44,162.03,435.5,0.3484
2025-06-16 22:00:00,9395464.0,531.16,624.47,715.81,120.56,141.92,162.75,439.89,0.351912
2025-06-16 23:00:00,9395876.0,494.69,571.92,658.63,111.84,130.19,149.65,402.02,0.321616
2025-06-17 00:00:00,9396242.0,436.62,522.79,601.44,98.84,119.08,136.75,366.99,0.293592
2025-06-17 01:00:00,9396612.0,428.24,518.14,581.5,97.79,118.63,132.6,361.2,0.28896
2025-06-17 02:00:00,9396959.0,466.5,541.47,656.93,104.88,122.43,148.3,389.8,0.31184
2025-06-17 03:00:00,9397315.0,433.76,508.02,567.98,98.5,115.73,128.62,356.0,0.2848
2025-06-17 04:00:00,9397648.0,390.25,444.71,560.84,89.22,101.63,129.1,329.99,0.263992
2025-06-17 05:00:00,9397990.0,475.09,521.16,627.01,105.75,116.07,139.3,375.57,0.300456
2025-06-17 06:00:00,9398340.0,419.64,478.51,564.24,93.25,106.15,126.05,335.24,0.268192
2025-06-17 07:00:00,9398681.0,507.84,564.48,700.52,114.09,126.56,158.46,409.67,0.327736
2025-06-17 08:00:00,9399144.0,669.35,840.61,1009.82,152.04,190.48,229.21,583.53,0.46682399999999996
2025-06-17 09:00:00,9399778.0,745.83,908.23,1112.54,170.01,205.99,254.31,636.69,0.509352
2025-06-17 10:00:00,9400337.0,754.99,972.38,1112.16,169.16,218.2,248.94,655.44,0.524352
2025-06-17 11:00:00,9400922.0,731.67,882.76,1106.01,165.76,200.03,251.75,630.97,0.504776
2025-06-17 12:00:00,9401564.0,803.85,1018.69,1145.62,180.87,230.38,257.76,689.03,0.5512239999999999
2025-06-17 13:00:00,9402128.0,703.43,829.22,960.81,159.25,187.52,216.73,578.29,0.462632
2025-06-17 14:00:00,9402664.0,697.36,846.99,991.13,157.9,191.63,224.38,588.17,0.47053599999999995
2025-06-17 15:00:00,9403274.0,802.33,908.44,1060.33,182.66,206.06,240.83,646.08,0.516864
2025-06-17 16:00:00,9403865.0,744.94,883.88,1043.32,170.49,201.63,238.63,623.04,0.498432
2025-06-17 17:00:00,9404446.0,703.58,746.42,945.88,160.69,169.01,216.46,557.09,0.445672
2025-06-17 18:00:00,9404938.0,583.08,687.12,797.4,132.9,156.55,182.17,486.66,0.389328
2025-06-17 19:00:00,9405378.0,482.42,631.97,726.29,108.17,142.81,164.72,425.64,0.340512
2025-06-17 20:00:00,9405796.0,469.94,589.34,692.55,106.33,133.85,158.28,408.3,0.32664
2025-06-17 21:00:00,9406216.0,516.95,615.17,698.42,117.38,139.9,159.44,430.26,0.344208
2025-06-17 22:00:00,9406608.0,569.1,627.18,741.45,128.48,141.41,166.87,454.03,0.363224
2025-06-17 23:00:00,9407006.0,441.9,526.2,594.75,99.9,119.39,135.36,364.77,0.29181599999999996
2025-06-18 00:00:00,9407363.0,418.18,477.57,563.7,95.01,108.89,128.46,342.47,0.273976
2025-06-18 01:00:00,9407713.0,442.06,493.23,585.79,100.74,112.2,133.47,359.77,0.28781599999999996
2025-06-18 02:00:00,9408055.0,387.8,442.78,543.89,88.41,100.6,124.11,323.21,0.25856799999999996
2025-06-18 03:00:00,9408375.0,410.0,467.19,566.49,92.48,105.79,128.05,341.25,0.273
2025-06-18 04:00:00,9408702.0,389.23,469.48,547.35,88.49,107.14,124.56,332.87,0.266296
2025-06-18 05:00:00,9409020.0,396.79,479.59,558.94,89.83,108.74,126.55,340.52,0.272416
2025-06-18 06:00:00,9409335.0,372.01,417.56,509.87,85.89,97.16,118.63,308.48,0.246784
2025-06-18 07:00:00,9409691.0,531.63,636.54,724.73,119.93,143.84,163.09,441.72,0.353376
2025-06-18 08:00:00,9410145.0,576.64,751.09,946.76,131.66,170.81,217.81,528.49,0.422792
2025-06-18 09:00:00,9410790.0,678.86,899.16,1045.41,151.05,200.78,233.41,595.29,0.476232
2025-06-18 10:00:00,9411408.0,777.36,958.96,1111.26,175.27,215.83,249.15,657.33,0.525864
2025-06-18 11:00:00,9412051.0,791.2,978.03,1140.36,177.82,220.77,256.82,671.32,0.5370560000000001
2025-06-18 12:00:00,9412674.0,715.08,911.64,1052.67,163.56,207.75,240.51,621.28,0.49702399999999997
2025-06-18 13:00:00,9413274.0,718.08,928.1,1016.68,160.34,208.46,226.31,614.93,0.49194399999999994
2025-06-18 14:00:00,9413815.0,639.6,847.63,968.71,146.13,193.9,220.95,571.59,0.457272
2025-06-18 15:00:00,9414444.0,713.99,900.71,1003.63,164.59,207.1,230.86,611.88,0.489504
2025-06-18 16:00:00,9415079.0,762.55,955.97,1092.5,174.45,217.67,248.43,654.72,0.523776
2025-06-18 17:00:00,9415715.0,626.31,795.36,946.64,143.28,181.21,216.85,549.67,0.43973599999999996
2025-06-18 18:00:00,9416182.0,452.41,538.84,646.95,104.19,123.03,149.73,381.76,0.305408
2025-06-18 19:00:00,9416619.0,544.47,649.36,764.83,123.73,146.92,174.44,458.16,0.366528
2025-06-18 20:00:00,9417063.0,503.36,596.7,741.96,114.69,136.31,170.35,432.48,0.345984
2025-06-18 21:00:00,9417498.0,517.61,636.95,761.1,116.12,143.85,172.36,441.9,0.35352
2025-06-18 22:00:00,9417920.0,552.16,627.08,775.49,125.66,141.94,176.91,460.28,0.368224
2025-06-18 23:00:00,9418328.0,496.15,569.6,703.63,111.53,127.71,159.08,411.47,0.329176
2025-06-19 00:00:00,9418696.0,452.48,506.99,623.27,102.75,115.48,143.12,371.52,0.297216
2025-06-19 01:00:00,9419050.0,415.47,485.35,602.45,94.71,110.03,137.79,351.05,0.28084000000000003
2025-06-19 02:00:00,9419404.0,464.86,541.14,641.49,104.8,121.65,144.44,386.47,0.309176
2025-06-19 03:00:00,9419746.0,414.32,542.26,592.68,93.46,123.6,133.95,365.57,0.292456
2025-06-19 04:00:00,9420092.0,395.97,476.31,559.7,90.68,109.41,128.67,338.45,0.27076
2025-06-19 05:00:00,9420424.0,442.47,487.46,620.24,99.49,110.52,140.16,363.55,0.29084
2025-06-19 06:00:00,9420766.0,409.1,452.63,575.6,92.96,102.47,131.59,334.24,0.267392
2025-06-19 07:00:00,9421120.0,496.49,614.46,732.87,110.53,136.52,163.54,426.1,0.34088
2025-06-19 08:00:00,9421623.0,733.52,969.91,1185.81,165.94,220.32,268.61,672.54,0.538032
2025-06-19 09:00:00,9422292.0,781.15,923.95,1093.75,175.75,207.17,245.82,642.23,0.513784
2025-06-19 10:00:00,9422905.0,775.97,912.5,1094.02,178.05,208.17,250.31,646.95,0.51756
2025-06-19 11:00:00,9423560.0,836.89,984.78,1194.66,188.18,221.31,268.54,697.82,0.5582560000000001
2025-06-19 12:00:00,9424187.0,750.8,962.01,1121.59,170.23,218.13,254.43,657.17,0.525736
2025-06-19 13:00:00,9424805.0,766.97,896.36,998.93,176.03,205.13,227.08,627.33,0.5018640000000001
2025-06-19 14:00:00,9425400.0,691.19,858.97,946.43,160.52,199.31,219.09,589.59,0.47167200000000004
2025-06-19 15:00:00,9426004.0,736.89,947.2,1068.54,169.71,218.36,245.29,649.18,0.5193439999999999
2025-06-19 16:00:00,9426661.0,779.89,929.51,1092.45,176.12,209.31,247.1,645.37,0.516296
2025-06-19 17:00:00,9427270.0,614.01,729.02,885.76,139.74,164.82,202.54,511.81,0.409448
2025-06-19 18:00:00,9427748.0,492.55,585.17,690.42,111.26,131.32,156.6,408.16,0.32652800000000004
2025-06-19 19:00:00,9428205.0,543.29,615.43,764.86,122.94,138.78,174.17,445.88,0.356704
2025-06-19 20:00:00,9428616.0,514.99,600.87,735.73,116.46,135.59,167.61,431.4,0.34512
2025-06-19 21:00:00,9429037.0,538.01,594.9,747.77,121.3,133.22,169.6,440.25,0.3522
2025-06-19 22:00:00,9429451.0,584.75,604.23,772.81,132.77,135.74,175.59,459.19,0.367352
2025-06-19 23:00:00,9429828.0,489.03,545.66,641.3,111.12,123.39,145.6,394.41,0.31552800000000003
2025-06-20 00:00:00,9430201.0,484.36,521.81,634.07,109.43,117.58,143.77,386.85,0.30948000000000003
2025-06-20 01:00:00,9430559.0,444.2,508.96,605.46,101.44,116.3,138.19,368.17,0.294536
2025-06-20 02:00:00,9430897.0,378.46,435.65,538.21,85.88,98.9,123.14,315.72,0.252576
2025-06-20 03:00:00,9431228.0,419.07,497.81,576.79,94.08,111.48,129.61,349.91,0.279928
2025-06-20 04:00:00,9431565.0,367.3,398.86,507.97,84.71,91.74,117.15,298.31,0.238648
2025-06-20 05:00:00,9431883.0,435.69,491.81,602.86,98.34,109.93,135.71,358.74,0.286992
2025-06-20 06:00:00,9432220.0,434.68,486.95,598.3,99.75,111.68,138.02,360.74,0.288592
2025-06-20 07:00:00,9432556.0,482.52,582.38,679.42,108.78,130.97,153.41,401.37,0.321096
2025-06-20 08:00:00,9433018.0,667.15,830.04,991.67,152.22,188.98,226.65,580.21,0.464168
2025-06-20 09:00:00,9433627.0,755.77,945.53,1065.16,170.88,213.65,240.51,637.67,0.5101359999999999
2025-06-20 10:00:00,9434225.0,689.11,870.9,981.6,163.93,205.14,230.01,610.37,0.488296
2025-06-20 11:00:00,9434813.0,799.89,1035.75,1152.11,180.63,234.03,258.74,698.81,0.559048
2025-06-20 12:00:00,9435447.0,723.87,886.49,1055.06,165.86,202.18,241.35,621.03,0.496824
2025-06-20 13:00:00,9436041.0,653.87,773.38,895.77,149.8,176.67,204.88,544.54,0.43563199999999996
2025-06-20 14:00:00,9436605.0,677.17,829.95,957.99,155.22,190.0,218.91,578.32,0.46265600000000007
2025-06-20 15:00:00,9437219.0,719.12,903.8,972.13,165.88,208.66,223.68,609.68,0.48774399999999996
2025-06-20 16:00:00,9437818.0,772.1,946.44,1039.78,176.22,216.16,236.41,645.07,0.5160560000000001
2025-06-20 17:00:00,9438426.0,574.16,717.84,860.18,132.32,164.11,198.78,502.36,0.401888
2025-06-20 18:00:00,9438891.0,494.55,627.47,714.48,113.42,143.14,165.17,431.77,0.345416
2025-06-20 19:00:00,9439312.0,545.25,650.75,790.4,122.16,145.21,178.4,458.69,0.366952
2025-06-20 20:00:00,9439742.0,549.9,627.18,769.36,126.68,143.87,178.09,455.19,0.364152
2025-06-20 21:00:00,9440173.0,485.53,564.28,702.15,111.86,130.08,163.89,409.82,0.327856
2025-06-20 22:00:00,9440571.0,435.32,539.46,583.02,98.46,122.64,133.85,361.08,0.288864
2025-06-20 23:00:00,9440948.0,462.62,537.9,621.79,104.82,121.55,141.04,380.24,0.304192
2025-06-21 00:00:00,9441315.0,454.9,526.43,634.33,102.98,118.98,143.84,377.82,0.30225599999999997
2025-06-21 01:00:00,9441646.0,442.96,528.39,601.99,99.41,118.64,135.09,365.91,0.29272800000000004
2025-06-21 02:00:00,9441996.0,378.89,447.91,525.04,86.95,103.34,121.33,317.03,0.25362399999999996
2025-06-21 03:00:00,9442334.0,408.99,476.5,557.08,92.89,108.16,126.6,337.88,0.270304
2025-06-21 04:00:00,9442662.0,390.36,458.85,524.44,88.95,104.02,119.29,321.79,0.257432
2025-06-21 05:00:00,9442996.0,368.44,433.25,515.62,82.95,98.2,116.77,304.92,0.24393600000000001
2025-06-21 06:00:00,9443329.0,415.82,478.59,594.5,93.35,106.84,133.92,344.7,0.27576
2025-06-21 07:00:00,9443678.0,489.73,541.13,659.84,110.72,122.24,150.17,387.93,0.310344
2025-06-21 08:00:00,9444148.0,739.42,895.78,1031.4,166.33,202.58,231.85,617.91,0.494328
2025-06-21 09:00:00,9444758.0,689.26,881.99,985.22,156.03,200.16,223.89,590.48,0.472384
2025-06-21 10:00:00,9445337.0,698.12,883.53,1009.79,160.12,202.78,231.72,605.28,0.484224
2025-06-21 11:00:00,9445934.0,701.13,884.17,984.35,159.66,201.86,224.48,598.33,0.47866400000000003
2025-06-21 12:00:00,9446558.0,731.56,906.32,1074.4,166.96,206.27,245.32,632.55,0.5060399999999999
2025-06-21 13:00:00,9447134.0,758.15,901.74,1030.66,171.37,204.38,232.77,623.93,0.499144
2025-06-21 14:00:00,9447698.0,704.57,887.54,999.47,160.28,201.72,226.98,603.64,0.482912
2025-06-21 15:00:00,9448280.0,680.68,826.36,948.28,155.88,189.11,217.79,574.24,0.459392
2025-06-21 16:00:00,9448875.0,726.26,852.96,996.69,167.74,196.56,230.54,604.14,0.48331199999999996
2025-06-21 17:00:00,9449442.0,674.63,796.42,927.95,152.92,181.49,211.41,560.42,0.44833599999999996
2025-06-21 18:00:00,9449923.0,556.59,664.41,769.69,125.76,150.8,174.31,464.53,0.37162399999999995
2025-06-21 19:00:00,9450365.0,514.88,608.68,689.04,113.03,130.7,152.74,404.8,0.32384
2025-06-21 20:00:00,9450792.0,499.83,621.9,735.49,115.09,143.44,170.68,437.46,0.349968
2025-06-21 21:00:00,9451205.0,439.75,527.41,613.91,102.18,122.54,143.76,372.69,0.298152
2025-06-21 22:00:00,9451615.0,506.71,569.48,690.05,117.31,130.69,159.22,413.71,0.330968
2025-06-21 23:00:00,9451987.0,490.75,531.67,646.07,110.36,118.82,144.79,387.23,0.309784
2025-06-22 00:00:00,9452343.0,431.59,486.75,590.79,97.63,110.16,134.18,352.64,0.282112
2025-06-22 01:00:00,9452695.0,419.83,552.27,589.18,93.56,124.82,131.5,365.26,0.29220799999999997
2025-06-22 02:00:00,9453024.0,417.73,486.82,594.52,94.0,109.63,134.16,350.71,0.280568
2025-06-22 03:00:00,9453363.0,428.65,504.51,576.66,96.34,113.57,129.92,354.98,0.283984
2025-06-22 04:00:00,9453686.0,366.47,436.84,518.24,84.2,100.07,119.71,311.44,0.24915199999999998
2025-06-22 05:00:00,9454014.0,462.73,540.18,643.2,102.81,120.14,142.86,388.58,0.310864
2025-06-22 06:00:00,9454356.0,396.35,432.99,532.03,90.83,99.29,122.63,320.57,0.256456
2025-06-22 07:00:00,9454700.0,533.24,634.4,716.45,119.58,142.86,160.5,440.42,0.35233600000000004
2025-06-22 08:00:00,9455158.0,679.29,866.43,990.45,153.97,196.9,224.73,587.72,0.47017600000000004
2025-06-22 09:00:00,9455757.0,671.64,848.22,972.83,152.44,193.05,221.24,575.96,0.460768
2025-06-22 10:00:00,9456329.0,663.76,845.3,960.81,151.65,193.45,219.72,574.74,0.45979200000000003
2025-06-22 11:00:00,9456914.0,746.61,936.89,1038.59,165.6,207.63,228.89,619.56,0.495648
2025-06-22 12:00:00,9457515.0,688.44,881.0,988.07,157.19,201.53,225.57,595.05,0.47603999999999996
2025-06-22 13:00:00,9458070.0,696.93,828.75,984.79,157.93,187.0,222.42,584.3,0.46743999999999997
2025-06-22 14:00:00,9458605.0,678.49,859.28,999.76,153.94,194.26,226.2,586.84,0.469472
2025-06-22 15:00:00,9459194.0,741.35,937.09,1068.54,167.82,211.98,241.08,639.56,0.511648
2025-06-22 16:00:00,9459779.0,754.12,917.14,1038.84,172.04,208.74,236.18,632.6,0.50608
2025-06-22 17:00:00,9460358.0,579.93,691.56,845.61,132.68,157.51,194.27,491.46,0.39316799999999996
2025-06-22 18:00:00,9460834.0,559.74,690.77,781.3,127.0,156.47,177.2,476.16,0.38092800000000004
2025-06-22 19:00:00,9461265.0,480.46,604.26,732.17,110.0,138.67,169.14,425.73,0.340584
2025-06-22 20:00:00,9461699.0,489.17,568.22,723.98,112.75,130.74,168.33,417.8,0.33424
2025-06-22 21:00:00,9462112.0,503.17,612.49,704.95,114.31,139.88,161.53,427.51,0.342008
2025-06-22 22:00:00,9462530.0,508.89,570.98,710.51,116.02,129.98,162.97,423.23,0.338584
2025-06-22 23:00:00,9462918.0,491.77,588.6,669.88,112.59,134.9,153.16,414.03,0.33122399999999996
2025-06-23 00:00:00,9463293.0,430.92,484.16,584.23,95.87,108.04,130.7,345.23,0.27618400000000004
2025-06-23 01:00:00,9463620.0,443.15,495.07,588.26,100.59,112.69,133.69,360.57,0.288456
2025-06-23 02:00:00,9463936.0,455.24,535.79,629.06,101.81,120.09,140.15,379.5,0.3036
2025-06-23 03:00:00,9464262.0,374.34,444.15,524.83,83.62,100.25,118.28,311.18,0.248944
2025-06-23 04:00:00,9464593.0,369.72,432.43,529.61,83.17,97.85,120.09,308.84,0.24707199999999999
2025-06-23 05:00:00,9464918.0,415.67,479.18,583.66,92.95,107.19,130.22,344.45,0.27555999999999997
2025-06-23 06:00:00,9465239.0,436.85,480.63,600.92,98.65,108.39,136.45,351.18,0.280944
2025-06-23 07:00:00,9465588.0,468.74,582.17,697.3,104.2,129.31,156.14,400.78,0.32062399999999996
2025-06-23 08:00:00,9466066.0,639.07,786.76,962.99,145.66,178.61,219.72,553.58,0.44286400000000004
2025-06-23 09:00:00,9466717.0,760.47,897.93,1038.62,173.96,205.08,237.57,628.06,0.502448
2025-06-23 10:00:00,9467317.0,764.87,941.38,1092.27,174.71,214.21,249.18,646.35,0.51708
2025-06-23 11:00:00,9467983.0,811.11,1012.65,1179.16,183.65,228.72,266.02,691.83,0.5534640000000001
2025-06-23 12:00:00,9468649.0,772.45,955.93,1101.96,175.72,217.12,251.05,653.94,0.5231520000000001
2025-06-23 13:00:00,9469275.0,718.09,857.9,977.5,163.15,193.78,220.86,589.89,0.471912
2025-06-23 14:00:00,9469869.0,778.05,890.49,1027.83,178.51,203.7,234.48,626.22,0.500976
2025-06-23 15:00:00,9470510.0,816.54,960.85,1077.57,187.47,220.07,246.64,664.26,0.531408
2025-06-23 16:00:00,9471199.0,924.94,1093.5,1244.45,209.74,247.66,280.19,756.15,0.60492
2025-06-23 17:00:00,9471837.0,709.19,787.72,969.49,161.5,178.45,220.89,569.83,0.45586400000000005
2025-06-23 18:00:00,9472360.0,601.29,711.03,812.05,138.02,161.96,185.58,497.84,0.39827199999999996
2025-06-23 19:00:00,9472817.0,525.64,634.26,730.56,120.24,145.55,168.35,446.0,0.3568
2025-06-23 20:00:00,9473257.0,515.26,614.61,710.72,116.67,139.92,162.4,428.01,0.342408
2025-06-23 21:00:00,9473706.0,563.86,679.5,793.38,128.04,154.58,180.43,477.54,0.38203200000000004
